,board_sizes,binary_space,fitness_function,penalty_function,num_particles,c1,c2,inertia,max_velocity,min_velocity,fitness_evals,fitness_values,num_knights,num_covered_squares,solutions,algorithm
81007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,5,5,16,[1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],PSO
81008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,5,5,16,[1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],PSO
81009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,5,5,16,[1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],PSO
81010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,5,5,16,[1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],PSO
82000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,6,4,15,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],PSO
82001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
82010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
83000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],PSO
83006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,5,5,16,[0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0],PSO
83007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,5,5,16,[0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0],PSO
83008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,5,5,16,[0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0],PSO
83009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
83010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,6,6,16,[0 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0],PSO
84001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,6,6,16,[0 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0],PSO
84002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,6,6,16,[0 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0],PSO
84003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,6,6,16,[0 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0],PSO
84004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,5,5,16,[0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0],PSO
84005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
84010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,4,4,16,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0],PSO
85000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
85010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
86000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,7,5,15,[0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0],PSO
86001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,7,5,15,[0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0],PSO
86002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,7,5,15,[0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0],PSO
86003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,7,5,15,[0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0],PSO
86004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,6,6,16,[0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0],PSO
86005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,6,6,16,[0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0],PSO
86006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
86007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
86008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
86009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,5,5,16,[1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0],PSO
86010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,5,5,16,[1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0],PSO
87000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,7,5,15,[0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0],PSO
87001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
87002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
87003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
87004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
87005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,5,5,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
87006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
87007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
87008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
87009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
87010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
88000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,6,6,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1],PSO
88006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,5,5,16,[0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0],PSO
88007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,5,5,16,[0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0],PSO
88008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,5,5,16,[0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0],PSO
88009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,5,5,16,[0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0],PSO
88010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,5,5,16,[0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0],PSO
89000,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,0,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89001,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,100,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89002,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,200,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89003,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,300,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89004,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,400,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89005,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,500,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89006,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,600,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89007,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,700,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89008,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,800,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89009,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,900,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
89010,4,False,fitness_space_pso_paper,,100,1,1,0.99,4,-4,1000,5,5,16,[0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0],PSO
90000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,6,6,16,[0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0],PSO
90001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,6,6,16,[0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0],PSO
90002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,6,6,16,[0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0],PSO
90003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,5,5,16,[0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0],PSO
90004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,5,5,16,[0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0],PSO
90005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
90006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
90007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
90008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
90009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
90010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,4,4,16,[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0],PSO
91000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,6,6,16,[0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0],PSO
91001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,6,6,16,[0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0],PSO
91002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,6,6,16,[0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0],PSO
91003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,6,6,16,[0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0],PSO
91004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,6,4,15,[0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0],PSO
91005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
91006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
91007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
91008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
91009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
91010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,6,6,16,[0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1],PSO
92001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
92010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],PSO
93000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,6,6,16,[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1],PSO
93006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
93007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
93008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
93009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
93010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
94000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],PSO
94007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
94008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
94009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
94010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],PSO
95000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],PSO
95001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],PSO
95002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],PSO
95003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],PSO
95004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],PSO
95005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
95006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
95007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
95008,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,800,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
95009,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,900,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
95010,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,1000,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],PSO
96000,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,0,5,5,16,[0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0],PSO
96001,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,100,5,5,16,[0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0],PSO
96002,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,200,5,5,16,[0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0],PSO
96003,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,300,5,5,16,[0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0],PSO
96004,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,400,4,4,16,[0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],PSO
96005,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,500,4,4,16,[0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],PSO
96006,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,600,4,4,16,[0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],PSO
96007,4,False,fitness_space_pso_paper,,100,1,1,"(0.9, 0.1)",4,-4,700,4,4,16,[0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],PSO
